ID,FR,GB,PT,NL,DE
text_oui_non_pilotage_pompe_puits_centre_defaut,Voulez-vous piloter la vitesse de la pompe de puits ?,"Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?"
text_non_pilotage_pompe_puits_centre_defaut,Non,No,Não,Non,Non
text_oui_pilotage_pompe_puits_centre_defaut,Oui,Yes,Sim,Oui,Oui
text_oui_marche_forcee_circ_capt_centre_defaut,Oui,Yes,Sim,Oui,Oui
text_non_marche_forcee_circ_capt_centre_defaut,Non,No,Não,Non,Non
text_oui_non_marche_forcee_circ_capt_centre_defaut,Voulez-vous une marche circulateur forcée ?,"Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?"
text_valeur_vitesse_type_circ_capteur_init_centre_defaut,V100,New Text,New Text,New Text,New Text
text_valeur_vitesse_type_circ_capteur_centre_defaut,<value>,<value>,<value>,<value>,<value>
text_vitesse_type_circ_capteur_init_centre_defaut,Valeur,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
text_type_circulateur_capteur_centre_defaut,Type de circulateur,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
text_valeur_type_circulateur_capteur_init_centre_defaut,PWM,New Text,New Text,New Text,New Text
text_valeur_type_circulateur_capteur_centre_defaut,<value>,<value>,<value>,<value>,<value>
text_type_capteur_centre_defaut,Type de capteur,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
text_valeur_type_capteur_nappe_barrage_centre_defaut,Nappe barrage,New Text,New Text,New Text,New Text
text_valeur_type_capteur_centre_defaut,<value>,<value>,<value>,<value>,<value>
__SingleUse_R94T,1,New Text,New Text,New Text,New Text
text_fan_centre_defaut,FAN,New Text,New Text,New Text,New Text
__SingleUse_V8B1,MZ,MZ1,MZ1,MZ1,MZ1
__SingleUse_YTS9,MZ1,,,,
__SingleUse_XNZQ,MZ1,,,,
text_carte_mz_test_cps,<Value>,<Value>,<Value>,<Value>,<Value>
__SingleUse_2729,B,°C,°C,°C,°C
__SingleUse_CTLB,R,°C,°C,°C,°C
__SingleUse_IHIL,D,°C,°C,°C,°C
__SingleUse_UEP1,25,New Text,New Text,New Text,New Text
text_histo_temp_droite_defaut,<Value>°C,<Value>°C,<Value>°C,<Value>°C,<Value>°C
__SingleUse_MFL0,25,New Text,New Text,New Text,New Text
__SingleUse_1JQB,25,New Text,New Text,New Text,New Text
__SingleUse_ABAI,60,New Text,New Text,New Text,New Text
__SingleUse_VQNY,0,New Text,New Text,New Text,New Text
__SingleUse_Z81F,-10 mn,New Text,New Text,New Text,New Text
__SingleUse_4PFM,-60 mn,New Text,New Text,New Text,New Text
__SingleUse_OYH7,R.A.Z,New Text,New Text,New Text,New Text
__SingleUse_L99Z,Z2,New Text,New Text,New Text,New Text
__SingleUse_4UWA,Z1,New Text,New Text,New Text,New Text
text_EEV_gauche_defaut,<Value>/500,<Value>/500,<Value>/500,<Value>/500,<Value>/500
__SingleUse_HB9C,0,New Text,New Text,New Text,New Text
text_freqence_comp,<Value>Hz,<Value>Hz,<Value>Hz,<Value>Hz,<Value>Hz
text_unite_exterieure_synoptique,(Unité extérieure),New Text,New Text,New Text,New Text
text_percent_ventil_2_centre,V2 : <Value> tr/mn,V2 : <Value>tr/mn,V2 : <Value>tr/mn,V2 : <Value>tr/mn,V2 : <Value>tr/mn
__SingleUse_91U1,0,New Text,New Text,New Text,New Text
text_percent_ventil_1_centre,V1 : <Value> tr/mn,V1 : <Value>tr/mn,V1 : <Value>tr/mn,V1 : <Value>tr/mn,V1 : <Value>tr/mn
__SingleUse_MVX7,Off,New Text,New Text,New Text,New Text
__SingleUse_EIA9,0,New Text,New Text,New Text,New Text
__SingleUse_WFFP,Off,New Text,New Text,New Text,New Text
__SingleUse_DRJF,Off,New Text,New Text,New Text,New Text
text_off_gauche_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_temp_cible_gauche_defaut,(<Value>°C),(<Value>°C),(<Value>°C),(<Value>°C),(<Value>°C)
text_pression_temp_droite_defaut,<Value>b/<Value>°C,<Value>b/<Value>°C,<Value>b/<Value>°C,<Value>b/<Value>°C,<Value>b/<Value>°C
__SingleUse_B282,Off,/500,/500,/500,/500
text_palier_frequence_2_lignes_droite_defaut,"P.<Value>
F.<Value>Hz","P.<Value>
F.<Value>Hz","P.<Value>
F.<Value>Hz","P.<Value>
F.<Value>Hz","P.<Value>
F.<Value>Hz"
text_pression_temp_gauche_2_lignes_defaut,"<Value>b/
<Value>°C","<Value>b/
<Value>°C","<Value>b/
<Value>°C","<Value>b/
<Value>°C","<Value>b/
<Value>°C"
text_pression_temp_gauche_defaut,<Value>b/<Value>°C,<Value>b/<Value>°C,<Value>b/<Value>°C,<Value>b/<Value>°C,<Value>b/<Value>°C
__SingleUse_WRQ9,100,New Text,New Text,New Text,New Text
text_percent_ventil_droite,<Value>%,<Value>%,<Value>%,<Value>%,<Value>%
__SingleUse_B96G,2,New Text,New Text,New Text,New Text
__SingleUse_S28Z,1,New Text,New Text,New Text,New Text
text_off_resistance_terminaisaon,<Value>,<Value>,<Value>,<Value>,<Value>
__SingleUse_OEC3,:,,,,
text_depart_primaire_centre,Départ Primaire,New Text,New Text,New Text,New Text
text_retour_primaire_centre,Retour Primaire,New Text,New Text,New Text,New Text
text_depart_capteur_centre,Départ Capteur,New Text,New Text,New Text,New Text
text_retour_capteur_centre,Retour Capteur,New Text,New Text,New Text,New Text
text_ballon_tampon_centre,Ballon tampon,New Text,New Text,New Text,New Text
text_HP1_centre,HP circuit 1,New Text,New Text,New Text,New Text
text_HP2_centre,HP circuit 2,New Text,New Text,New Text,New Text
text_ECS_haut_centre,ECS Haute,New Text,New Text,New Text,New Text
text_ECS_bas_centre,ECS Basse,New Text,New Text,New Text,New Text
text_question_envoyer_offset,"Voulez-vous corriger l'offset de la sonde
avec la nouvelle valeur ?",New Text,New Text,New Text,New Text
text_value_retour_offset,Valeur offset : <value>°C,Valeur offset : <value>°C,Valeur offset : <value>°C,Valeur offset : <value>°C,Valeur offset : <value>°C
text_titre_calibrage_offset_sondes,Calibrage de l'offset des sondes,New Text,New Text,New Text,New Text
text_consulter_offset,Consulter l'offset de la sonde ,New Text,New Text,New Text,New Text
text_valeur_sonde_a_calibrer,<Value>,<Value>,<Value>,<Value>,<Value>
text_valeur_offset_sonde,<Value>,<Value>°C,<Value>°C,<Value>°C,<Value>°C
text_titre_offset_sonde,"Offset de température à appliquer
à la sonde",New Text,New Text,New Text,New Text
text_titre_sonde_a_calibrer,Sonde de température à calibrer,New Text,New Text,New Text,New Text
text_usine_offset_sondes,"Calibrage Offset
sondes",New Text,New Text,New Text,New Text
text_var_sys_ajp_val_vide_3,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_vide_3,<Value> :,<Value> :,<Value> :,<Value> :,<Value> :
text_var_sys_ajp_val_degivrage,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_degivrage,<Value> : Dégivrage en cours,<Value> : Dégivrage en cours,<Value> : Dégivrage en cours,<Value> : Dégivrage en cours,<Value> : Dégivrage en cours
text_var_sys_ajp_vitesse_ventil2,<Value> : FAN : Vitesse ventilateur évaporateur N 2,<Value> : FAN : Vitesse ventilateur évaporateur N 2,<Value> : FAN : Vitesse ventilateur évaporateur N 2,<Value> : FAN : Vitesse ventilateur évaporateur N 2,<Value> : FAN : Vitesse ventilateur évaporateur N 2
text_var_sys_ajp_vbal_vitesse_ventil1,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_vitesse_ventil1,<Value> : FAN : Vitesse ventilateur évaporateur N 1,<Value> : FAN : Vitesse ventilateur évaporateur N 1,<Value> : FAN : Vitesse ventilateur évaporateur N 1,<Value> : FAN : Vitesse ventilateur évaporateur N 1,<Value> : FAN : Vitesse ventilateur évaporateur N 1
text_var_sys_ajp_val_temp_teout,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_temp_tevout,<Value> : FAN : Température TEV OUT,<Value> : FAN : Température TEV OUT,<Value> : FAN : Température TEV OUT,<Value> : FAN : Température TEV OUT,<Value> : FAN : Température TEV OUT
text_var_sys_ajp_val_temp_tevin,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_temp_tevin,<Value> : FAN : Température TEV IN,<Value> : FAN : Température TEV IN,<Value> : FAN : Température TEV IN,<Value> : FAN : Température TEV IN,<Value> : FAN : Température TEV IN
text_var_sys_ajp_val_eev_ue410,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_eev_ue410,<Value> : FAN : Détendeur UE 410,<Value> : FAN : Détendeur UE 410,<Value> : FAN : Détendeur UE 410,<Value> : FAN : Détendeur UE 410,<Value> : FAN : Détendeur UE 410
__SingleUse_QSO5,Off,New Text,New Text,New Text,New Text
text_var_sys_ajp_val_led_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_led_defaut,<Value> : FAN : Sortie TOR : LED Defaut,<Value> : FAN : Sortie TOR : LED Defaut,<Value> : FAN : Sortie TOR : LED Defaut,<Value> : FAN : Sortie TOR : LED Defaut,<Value> : FAN : Sortie TOR : LED Defaut
text_var_sys_ajp_val_ana_vitesse_ventil,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_ana_vitesse_ventil,<value> : FAN : Sortie ANA : Vitesse Ventilateur,<value> : FAN : Sortie ANA : Vitesse Ventilateur,<value> : FAN : Sortie ANA : Vitesse Ventilateur,<value> : FAN : Sortie ANA : Vitesse Ventilateur,<value> : FAN : Sortie ANA : Vitesse Ventilateur
__SingleUse_DREP,Off,New Text,New Text,New Text,New Text
text_var_sys_ajp_val_ev5_tor,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_ev5_tor,<Value> : FAN : Sortie TOR : Evap EV5,<Value> : FAN : Sortie TOR : Evap EV5,<Value> : FAN : Sortie TOR : Evap EV5,<Value> : FAN : Sortie TOR : Evap EV5,<Value> : FAN : Sortie TOR : Evap EV5
text_var_sys_ajp_val_ev4_tor,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_ev4_tor,<Value> : FAN : Sortie TOR : Evap EV4,<Value> : FAN : Sortie TOR : Evap EV4,<Value> : FAN : Sortie TOR : Evap EV4,<Value> : FAN : Sortie TOR : Evap EV4,<Value> : FAN : Sortie TOR : Evap EV4
text_var_sys_ajp_val_ev3_tor,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_ev3_tor,<Value> : FAN : Sortie TOR : Evap EV3,<Value> : FAN : Sortie TOR : Evap EV3,<Value> : FAN : Sortie TOR : Evap EV3,<Value> : FAN : Sortie TOR : Evap EV3,<Value> : FAN : Sortie TOR : Evap EV3
text_var_sys_ajp_val_ev_ue_tor,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_ev_ue_tor,<Value> : FAN : Sortie TOR : Electrovanne UE,<Value> : FAN : Sortie TOR : Electrovanne UE,<Value> : FAN : Sortie TOR : Electrovanne UE,<Value> : FAN : Sortie TOR : Electrovanne UE,<Value> : FAN : Sortie TOR : Electrovanne UE
text_var_sys_ajp_val_ventil_ue_tor,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_ventil_ue_tor,<Value> : FAN : Sortie TOR : Ventilateur UE,<Value> : FAN : Sortie TOR : Ventilateur UE,<Value> : FAN : Sortie TOR : Ventilateur UE,<Value> : FAN : Sortie TOR : Ventilateur UE,<Value> : FAN : Sortie TOR : Ventilateur UE
text_var_sys_ajp_vide_1,<Value> :,<Value> :,<Value> :,<Value> :,<Value> :
text_var_sys_ajp_vide,<Value> :,<Value> :,<Value> :,<Value> :,<Value> :
__SingleUse_GGTU,0 / 0,New Text,New Text,New Text,New Text
__SingleUse_C2T8,0 / 0,New Text,New Text,New Text,New Text
text_var_sys_ajp_val_mode_mode,<Value> / <Value>,<Value> / <Value>,<Value> / <Value>,<Value> / <Value>,<Value> / <Value>
text_var_sys_ajp_mode_mode,<Value> : FRIGO : Mode Comp / ModeVal / Fmax / Fmin,<Value> : FRIGO : Mode Comp / ModeVal / Fmax / Fmin,<Value> : FRIGO : Mode Comp / ModeVal / Fmax / Fmin,<Value> : FRIGO : Mode Comp / ModeVal / Fmax / Fmin,<Value> : FRIGO : Mode Comp / ModeVal / Fmax / Fmin
__SingleUse_B7R4,Off,New Text,New Text,New Text,New Text
text_var_sys_ajp_val_spare,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_spare,<Value> : FRIGO : Sortie TOR : frigo Spare,<Value> : FRIGO : Sortie TOR : frigo Spare,<Value> : FRIGO : Sortie TOR : frigo Spare,<Value> : FRIGO : Sortie TOR : frigo Spare,<Value> : FRIGO : Sortie TOR : frigo Spare
__SingleUse_H6C7,Off,New Text,New Text,New Text,New Text
text_var_sys_ajp_ventil_pw,<Value> : FRIGO : Sortie TOR : Ventilateur PW,<Value> : FRIGO : Sortie TOR : Ventilateur PW,<Value> : FRIGO : Sortie TOR : Ventilateur PW,<Value> : FRIGO : Sortie TOR : Ventilateur PW,<Value> : FRIGO : Sortie TOR : Ventilateur PW
__SingleUse_K30S,Off,New Text,New Text,New Text,New Text
text_var_sys_ajp_val_ev_hp410,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_ev_hp410,<Value> : FRIGO : Sortie TOR : Electrovanne HP 410,<Value> : FRIGO : Sortie TOR : Electrovanne HP 410,<Value> : FRIGO : Sortie TOR : Electrovanne HP 410,<Value> : FRIGO : Sortie TOR : Electrovanne HP 410,<Value> : FRIGO : Sortie TOR : Electrovanne HP 410
__SingleUse_0BWO,0,New Text,New Text,New Text,New Text
text_var_sys_ajp_val_eev134,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_eev134,<Value> : FRIGO : Détendeur R134,<Value> : FRIGO : Détendeur R134,<Value> : FRIGO : Détendeur R134,<Value> : FRIGO : Détendeur R134,<Value> : FRIGO : Détendeur R134
__SingleUse_91HE,140,New Text,New Text,New Text,New Text
text_var_sys_ajp_val_eevint,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_eevint,<Value> : FRIGO : Détendeur intermédiaire R410,<Value> : FRIGO : Détendeur intermédiaire R410,<Value> : FRIGO : Détendeur intermédiaire R410,<Value> : FRIGO : Détendeur intermédiaire R410,<Value> : FRIGO : Détendeur intermédiaire R410
__SingleUse_UH8H,103,New Text,New Text,New Text,New Text
text_var_sys_ajp_val_nb_defrost,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_nb_defrost,<Value> : FRIGO : Nombre de dégivrage,<Value> : FRIGO : Nombre de dégivrage,<Value> : FRIGO : Nombre de dégivrage,<Value> : FRIGO : Nombre de dégivrage,<Value> : FRIGO : Nombre de dégivrage
__SingleUse_VJ9C,Off,New Text,New Text,New Text,New Text
text_var_sys_ajp_val_sortie_v4v,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_sortie_v4v,<Value> : FRIGO : Sortie TOR : V4V R410,<Value> : FRIGO : Sortie TOR : V4V R410,<Value> : FRIGO : Sortie TOR : V4V R410,<Value> : FRIGO : Sortie TOR : V4V R410,<Value> : FRIGO : Sortie TOR : V4V R410
__SingleUse_YETG,Off,New Text,New Text,New Text,New Text
text_var_sys_ajp_val_pressostat_134,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_pressostat_134,<Value> : FRIGO : Pressostat HP 134,<Value> : FRIGO : Pressostat HP 134,<Value> : FRIGO : Pressostat HP 134,<Value> : FRIGO : Pressostat HP 134,<Value> : FRIGO : Pressostat HP 134
__SingleUse_YBXJ,Off,New Text,New Text,New Text,New Text
text_var_sys_ajp_val_pressostat_410,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_ajp_pressostat_410,<Value> : FRIGO : Pressostat HP 410,<Value> : FRIGO : Pressostat HP 410,<Value> : FRIGO : Pressostat HP 410,<Value> : FRIGO : Pressostat HP 410,<Value> : FRIGO : Pressostat HP 410
__SingleUse_QJUK,13.8,New Text,New Text,New Text,New Text
__SingleUse_UJVE,3.7,New Text,New Text,New Text,New Text
text_var_sys_ajp_val_press_temp_hp134,<Value> bar / <Value>,<Value> bar / <Value>,<Value> bar / <Value>,<Value> bar / <Value>,<Value> bar / <Value>
__SingleUse_5NGG,14.4,New Text,New Text,New Text,New Text
__SingleUse_NKSN,3.8,New Text,New Text,New Text,New Text
text_var_sys_ajp_press_temp_hp134,<Value> : FRIGO : Pression HP 134 / Température de condensation,<Value> : FRIGO : Pression HP 134 / Température de condensation,<Value> : FRIGO : Pression HP 134 / Température de condensation,<Value> : FRIGO : Pression HP 134 / Température de condensation,<Value> : FRIGO : Pression HP 134 / Température de condensation
text_var_sys_ajp_val_press_temp_bp134,<Value> bar / <Value>,<Value> bar / <Value>,<Value> bar / <Value>,<Value> bar / <Value>,<Value> bar / <Value>
text_var_sys_ajp_press_temp_bp134,<Value> : FRIGO : Pression BP 134 / Température d'évaporation,<Value> : FRIGO : Pression BP 134 / Température d'évaporation,<Value> : FRIGO : Pression BP 134 / Température d'évaporation,<Value> : FRIGO : Pression BP 134 / Température d'évaporation,<Value> : FRIGO : Pression BP 134 / Température d'évaporation
__SingleUse_AEFZ,16.4,New Text,New Text,New Text,New Text
__SingleUse_PWW9,12,New Text,New Text,New Text,New Text
text_var_sys_ajp_val_press_temp_int410,<Value> bar / <Value>,<Value> bar / <Value>,<Value> bar / <Value>,<Value> bar / <Value>,<Value> bar / <Value>
text_var_sys_ajp_press_temp_int410,<Value> : FRIGO : Pression HP INT / Température de condensation int.,<Value> : FRIGO : Pression HP INT / Température de condensation int.,<Value> : FRIGO : Pression HP INT / Température de condensation int.,<Value> : FRIGO : Pression HP INT / Température de condensation int.,<Value> : FRIGO : Pression HP INT / Température de condensation int.
